updatetime,vdid,linkid,laneid,lanetype,speed,occupancy,vehicletype,volume,speed2,status,datacollecttime
2022-01-13 15:49:06,VD-42-0090-166-01,3000900016579U,1,1,0.0,0.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-42-0090-166-01,3000900016579U,1,1,0.0,0.00000,S,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-42-0090-166-01,3000900016579U,1,1,0.0,0.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-42-0090-166-01,3000900016579U,1,1,0.0,0.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,0,1,38.0,8.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,0,1,38.0,8.00000,S,6,38.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,0,1,38.0,8.00000,L,3,39.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,0,1,38.0,8.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,1,1,48.0,1.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,1,1,48.0,1.00000,S,3,50.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,1,1,48.0,1.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-170-01,3000900017023U,1,1,48.0,1.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,0,1,82.0,1.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,0,1,82.0,1.00000,S,2,82.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,0,1,82.0,1.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,0,1,82.0,1.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,2.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,2.00000,S,5,56.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,2.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,2.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,0,1,51.0,2.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,0,1,51.0,2.00000,S,6,51.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,0,1,51.0,2.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,0,1,51.0,2.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,1,1,56.0,2.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,1,1,56.0,2.00000,S,4,56.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,1,1,56.0,2.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-175-01,3000900017597U,1,1,56.0,2.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900117886U,0,1,54.0,8.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900117886U,0,1,54.0,8.00000,S,3,54.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900117886U,0,1,54.0,8.00000,L,3,54.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900117886U,0,1,54.0,8.00000,T,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,M,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,S,3,78.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,L,0,0.0,0,2022-01-13 15:48:00
2022-01-13 15:49:06,VD-43-0090-179-01,3000900017884U,0,1,78.0,1.00000,T,0,0.0,0,2022-01-13 15:48:00
